startup_name,startup_oneliner,startup_desc,year_founded,origin_country,startup_url,industry_1,industry_2,industry_3,industry_4,industry_5
CrowdSourceHire,null,Technical assessment platform for businesses,2013,Australia,http://crowdsourcehire.com,Consulting & Services,null,null,null,null
Eclimo,null,100% Malaysian-owned EV company,2000,Malaysia,http://eclimo.com,Logistic & Transportation,null,null,null,null
heylaundry,null,Online platform for on-demand laundry services,null,Malaysia,https://e27.co/startup/heylaundry,Consulting & Services,null,null,null,null
Infinity Abroad,null,Cultural & professional work exchange overseas,2013,Malaysia,http://infinity-abroad.com,Consulting & Services,null,null,null,null
KAKIBOLA.COM,null,mobilise and develop youths through sports,2015,Malaysia,http://kakibola.com,Sports & Recreation,null,null,null,null
Octo House,null,Instagram Engagement Platform,2015,Malaysia,https://www.startupdb.asia,Information & Communication ,null,null,null,null
oHire,null,oHire app is networking proximity mobile app to help match Users with Service Providers. Find-sell freelancing on Proximity Map.,2015,Malaysia,http://hirerhiree.com,Jobs & HR,null,null,null,null
Posto Express,null,The Crowd Powered On-Demand Dispatch,2015,Malaysia,http://postoexpress.com,Logistic & Transportation,null,null,null,null
Shoplympics,null,Shoplympics is very passionate about offering solutions to the everyday entrepreneur especially Facebook and Instagram sellers. It is not an ordinary platform; we offer many fun and effective features that will enhance a seller's and buyer's experience.,2017,Malaysia,http://shoplympics.com,E-Commerce,null,null,null,null
Signature Weddings,null,Online platform for discovering wedding vendors,2014,Malaysia,http://signatureweds.com,E-Commerce,null,null,null,null
SoBonus,null,Mobile App for Credit/Loyalty Card's Deals Discovery & Recommendation,2015,Malaysia,http://sobonus.com,Finance,null,null,null,null
TheLorry,"TheLorry is a fast and easy lorry rental (""lori  sewa""), van and 4x4 booking platform.","We provide services such as lorry transport, professional house moving, furniture disposal and office moving. We partner with reputable and experienced drivers to ensure that your goods will be transported safely and securely to your final destination. Try it out now to experience a new and fresh way to book cargo transportation in Malaysia!",2015,Malaysia,https://thelorry.com/,Logistic & Transportation,null,null,null,null
Tourplus,"Grab for Tourism Industry, a platform app helping operator and local driver guide get job using app ",Online platform for sharing travel itinerary and book local travel guide,2015,Malaysia,https://www.tourplus.my/,Travel & Tourism,null,null,null,null
YesCharis,null,"YesCharis is a social media marketing tool that helps small & medium business owners, social media professional & digital agency save time in getting relevant, trending and viral content; and manage multiple social account. It is like Hootsuite with Content Recommendation Engine.",2015,Malaysia,http://yescharis.com,Social,null,null,null,null
Harvestnet,null,null,2015,Malaysia,http://Pucchio.com,Travel & Tourism,null,null,null,null
Involve Asia,null,Ecommerce Marketing Platform,null,Malaysia,https://involve.asia/,E-Commerce,null,null,null,null
Iprice,null,E-commerce marketplace and deals aggregator,null,Malaysia,http://iprice.my/,E-Commerce,null,null,null,null
VLT Labs,null,"We build and design meaningful digital products, and launch new ventures.",2014,Malaysia,http://www.vltlabs.com,Consulting & Services,null,null,null,null
Artisan Roastery,null,Artisan Roast was the first specialty coffee roaster in Malaysia.,null,Malaysia,http://artisanroast.com.my/,Food & Beverages,null,null,null,null
Creamore Venture,null,"We help to serve consumers with fresh coconut juice, coconut shake, coconut icecream and coconut jelly",null,Malaysia,http://ilovecreamore.my,Food & Beverages,null,null,null,null
Dunita Global Effort,null,Cut & wound management product,null,Malaysia,http://quasa.webs.com,"Medical, Health & Wellness",null,null,null,null
Erufu Care,null,Online rich-listing platform of doctors,null,Malaysia,http://mydoc.asia,"Medical, Health & Wellness",null,null,null,null
Geekster Asia,null,A social enterprise initiative offering ASEAN-focused information & towards social impacts,null,Malaysia,http://geeksterasia.com,Finance,null,null,null,null
JetPack Internet,Co Working Spaces,Co Working Spaces,2015,Malaysia,http://www.jetpack.my,Logistic & Transportation,null,null,null,null
Kid Noise Studio,null,Islamic Animation for Kids,null,Malaysia,http://youtube.comuser/SenoySeizo,Media and Entertainment,null,null,null,null
KMX Marketing,null,We rent bicycle and tricycle to tourist.,2008,Malaysia,http://kmxasia.com,Logistic & Transportation,null,null,null,null
Kumoten,null,Kumoten is an online platform where online retailers can choose wide variety of items to sell,2014,Malaysia,http://kumoten.com,E-Commerce,null,null,null,null
Nine Fruits Paragon Trading,null,"Restaurants directory, restaurants advertising, and food launching and food travel news coverage",2014,Malaysia,http://eatlah.com,Social,null,null,null,null
One Roof Design,null,"Design Consultancy, build and mobile villa, resort and office.",2010,Malaysia,http://oneroofdesign.com,Art & Craft,null,null,null,null
QUASA Science & Research,null,null,null,Malaysia,http:quasa-carbine.webs.com,Biotechnology,null,null,null,null
Raydar Research,null,Semmel is a mobile application for nurses to audit hand washing compliance with real-time reporting,2015,Malaysia,http://raydarhealth.com,"Medical, Health & Wellness",null,null,null,null
Safe-T5,null,We provide a completely new solution to examine the structure integrity of civil and commercial buildings,2015,Malaysia,http://safe-t5.com,Information & Communication ,null,null,null,null
Service 37,null,Know your field staff's current and previous locations as they move in real time,2015,Malaysia,http://service73.com,Logistic & Transportation,null,null,null,null
Wedding.com.my,null,"Online portal for wedding ideas, shopping and marketplace for wedding vendors",2013,Malaysia,http://www.wedding.com.my,Consulting & Services,Lifestyle & Fashion,null,null,null
Bfab,null,Marketplace for beauty & wellness services,null,Malaysia,http://www.Bfabgroup.com,Lifestyle & Fashion,null,null,null,null
Geob International,null,"We design, develop and market medical wearables with iot and remote connectivity globally. Hypoband is our first product in commercialisation stage designed primarily for Diabetics.",2012,Malaysia,http://hypoband.com,"Medical, Health & Wellness",null,null,null,null
Offpeak,null,Restaurant booking at discount,2014,Malaysia,http://offpeak.my/,Food & Beverages,null,null,null,null
Southpaw,null,Multitouch and Interactive Solutions Specialist,null,Malaysia,http://southpaw.com.my,Information & Communication ,null,null,null,null
Tripfez,null,Online travel search engine for hotels and deal comparison,2015,Malaysia,http://tripfez.com,Travel & Tourism,null,null,null,null
BerryPay,null,Multipurpose payment app,2013,Indonesia,http://berrypay.com,Finance,null,null,null,null
Designs.net,null,"A design marketplace to buy ready-to-use designs, as well as sell your heart-made items to other design enthusiasts.",null,Malaysia,http://designs.net,Art & Craft,null,null,null,null
Tribehired,null,Social recruitment platform,2011,Malaysia,http://tribehired.com/splash/user,Consulting & Services,null,null,null,null
Sabah Wetlands Conservation Society,null,"Creating awareness and support from the general public on the importance of mangroves (and other wetland ecosystems), through conservation, education, recreation, tourism and research activities.",null,Malaysia,http://sabahwetlands.org,Environment,null,null,null,null
Acoustic Panel,null,This invention provides alternative material used as absorbing panels from waste. It is believe that waste materials may have some characteristic to being reused in construction.,null,Malaysia,null,Biotechnology,null,null,null,null
